event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_best
KHM1972,"20 January 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Chamkar Mon","Tumnob Tuek","Tumnob Tuek",11.5473,104.9034,1,"Khmer Times",National,"On 20 January 2020, around 100 former hotel staff protested in front of the Great Duke hotel in Tumnob Tuek, Chamkar Mon district of Phnom Penh, Cambodia, to demand unpaid wages and severance pay.",0,"crowd size=around 100",1711490820,45633
KHM1970,"15 January 2020",2020,1,"Political violence",Riots,"Mob violence","Rioters (Cambodia)",,Rioters,"Police Forces of Cambodia (1993-)",,"State forces","State forces-Rioters",,116,"Southeast Asia",Cambodia,"Preah Sihanouk","Prey Nob",Ream,Ream,10.5643,103.6572,3,"Khmer Times",National,"On 15 January 2020, military police officers who were dismantling illegally-built residences in Ream National Park were attacked again by villagers armed with machetes and sticks in the national park in Ream, Prey Nob district, Sihanoukville, Cambodia. The clash resulted in the injury of 3 officials, and 7 rioters were later arrested.",0,"crowd size=no report",1579620371,417
KHM1969,"13 January 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)",,Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Chamkar Mon","Boeng Trabaek","Boeung Trabek",11.5397,104.9211,1,"Radio Free Asia",International,"On 13 January 2020, almost one thousand villagers from Koh Kong, Kompong Speu, Preah Vihea, and Oddar Meanchey protested in front of the Ministry of Land Management in Boeung Trabek, Chamkar Mon district of Phnom Penh, Cambodia, demanding the government to intervene in long-running land disputes with a foreign company.",0,"crowd size=almost 1000",1719352866,43660
KHM1967,"09 January 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Chamkar Mon","Tonle Basak","Tonle Basak",11.5501,104.9301,1,"Manager (Thailand); Reuters",Regional-International,"On 9 January 2020, around 3,000 employees of a hotel and casino demonstrated in Tonle Basak, Chamkar Mon district of Phnom Penh, to demand wage increase and better working conditions.",0,"crowd size=around 3000",1711490820,10430
KHM1968,"08 January 2020",2020,3,"Political violence",Riots,"Mob violence","Rioters (Cambodia)",,Rioters,"Police Forces of Cambodia (1993-)","Police Forces of Cambodia (1993-) Forestry Officials","State forces","State forces-Rioters",,116,"Southeast Asia",Cambodia,"Preah Sihanouk","Prey Nob",Ream,Ream,10.5643,103.6572,3,"Khmer Times",National,"In early January 2020, around 100 residents of Ream National Park used petrol bombs and other objects to attack forest rangers and police officers who were dismantling illegally-built residences in Ream National Park in Prey Nob district, Preah Sihanouk province of Cambodia. Five officers were injured.",0,"crowd size=no report",1579620371,417
KHM1965,"08 January 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Preah Sihanouk","Preah Sihanouk",Buon,Buon,10.6046,103.5463,1,"Phnom Penh Post",National,"On 8 January 2020, stall vendors protested near Otres beach in Buon, Sihanoukville municipality, Sihanoukville province, Cambodia, and demanded other solutions after the authorities ordered the dismantling of the stalls in order to improve the surrounding atmosphere of the beach.",0,"crowd size=no report",1618561256,2338
KHM1966,"08 January 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)",,Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Khmer Times",National,"On 8 January 2020, nearly 100 villagers marched and gathered in front of the Ministry of Justice, the Ministry of Agriculture and the Ministry of Interior in Phnom Penh, Cambodia, to demand resolutions to land disputes and to demand the authority to drop charges against local activists over land dispute cases.",0,"crowd size=nearly 100",1711490820,8724
KHM1963,"02 January 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Banteay Meanchey","Paoy Paet","Paoy Paet","Paoy Paet",13.658,102.5636,1,"Khmer Times",National,"On 2 January 2020, almost 100 rickshaw drivers protested in front of Paoy Paet City Hall in Paoy Paet, Banteay Meanchey province of Cambodia, demanding a casino to allow them to pick up passengers from inside the premises.",0,"crowd size=almost 100",1578511386,20663
KHM1973,"02 January 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Chamkar Mon","Tonle Basak","Tonle Basak",11.5501,104.9301,1,"Khmer Times",National,"On 2 January 2020, more than 100 former employees protested in front of the waste collection service company in Tonle Basak in Chamkar Mon district of Phnom Penh, Cambodia, demanding the company pay their unpaid wages. The protest continued until at least 31 January 2020.",0,"crowd size=more than 100",1711490820,10430
KHM1962,"31 December 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)",,Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Chamkar Mon","Boeng Trabaek","Boeung Trabek",11.5397,104.9211,1,"Khmer Times",National,"On 31 December 2019, hundreds of villagers gathered in front of the Land Management Ministry in Boeung Trabaek, Chamkar Mon district of Phnom Penh, Cambodia, demanding government intervention to find a solution to their land disputes.",0,"crowd size=hundreds",1618561255,
KHM1964,"29 December 2019",2019,2,"Political violence","Violence against civilians",Attack,"Police Forces of Cambodia (1993-) Prison Guards","Prisoners (Cambodia)","State forces","Civilians (Cambodia)","Prisoners (Cambodia)",Civilians,"State forces-Civilians","Civilian targeting",116,"Southeast Asia",Cambodia,"Banteay Meanchey","Serei Saophoan","Tuek Thla","Tuek Thla",13.5878,102.911,1,"Radio Free Asia",International,"Around 29 December 2019 (between 28 December - 31 December), during the detention of 6 villagers who had been detained by the military police in Banteay Meanchey Provincial Prison in Tuek Thla district of Serei Saophoan, Banteay Meanchey, Cambodia, following a land-rights protest, at least 2 of the detainees were beaten by the officers and inmates. As a result, one detainee died on January, 1st 2020.",1,,1636381451,
KHM1961,"25 December 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)",,Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Chamkar Mon","Boeng Trabaek","Boeung Trabek",11.5397,104.9211,1,"Voice of Democracy (Cambodia)",National,"On 25 December 2019, more than 100 villagers gathered in front of the Ministry of Land Management in Boeung Trabaek, Chamkar Mon district of Phnom Penh, Cambodia, urging the Ministry to intervene in a land dispute between the villagers and a foreign sugar company.",0,"crowd size=more than 100",1618561255,
KHM1960,"23 December 2019",2019,1,Demonstrations,Protests,"Protest with intervention","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,"Police Forces of Cambodia (1993-)",,"State forces","State forces-Protesters",,116,"Southeast Asia",Cambodia,Kandal,"Mukh Kampul","Preaek Anhchanh","Mukh Kampul",11.7367,104.9754,2,"Khmer Times",National,"On 23 December 2019, a convoy of nearly 500 protesting garment factory workers moving toward Phnom Penh to file a petition regarding their unpaid wages was stopped in Mukh Kampul district of Kandal, Cambodia by local authorities who did not allow them to proceed toward the capital.",0,"crowd size=nearly 500",1618561255,
KHM1959,"23 December 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,Kandal,"Khsach Kandal","Vihear Suork","Khsach Kandal",11.6922,105.0373,2,"Phnom Penh Post",National,"On 23 December 2019, more than 500 garment factory workers protested in front of the factory in Khsach Kandal district of Kandal, Cambodia. They attempted to file a petition to the Prime Minister demanding he solve the issues with their employer after the factory had been closed down.",0,"crowd size=more than 500",1618561255,
KHM1958,"18 December 2019",2019,1,Demonstrations,Protests,"Protest with intervention","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,"Rioters (Thailand)",,Rioters,Rioters-Protesters,,116,"Southeast Asia",Cambodia,Kandal,"Khsach Kandal","Vihear Suork","Khsach Kandal",11.6922,105.0373,2,"Khmer Times",National,"On 18 December 2019, an unidentified group of men attacked and beat garment factory protesters demonstrating for compensation and benefits from their employer in Khsach Kandal district of Kandal, Cambodia. Three protesters were injured.",0,"crowd size=no report",1683068765,
KHM1957,"16 December 2019",2019,2,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Mean Chey","Stueng Mean Chey","Stueng Mean Chey",11.5434,104.8941,1,"Khmer Times",National,"Reported on 16 December 2019, nearly 200 garment factory workers have been protesting and camping in front of a factory in Mean Chey district of Phnom Penh, Cambodia, demanding unpaid wages and missing benefits after the factory announced their closure.",0,"crowd size=nearly 200",1578511386,
KHM1956,"14 December 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,Kandal,"Khsach Kandal","Vihear Suork","Khsach Kandal",11.6922,105.0373,2,"Khmer Times",National,"Since 14 December 2019, around 500 workers of a garment factory have been protesting daily in Khsach Kandal district of Kandal, Cambodia, after their factory was sold and operations were ceased. The protesters demanded compensations and benefits from their former employer.",0,"crowd size=around 500",1618561254,
KHM1955,"13 December 2019",2019,1,"Strategic developments","Strategic developments",Other,"Unidentified Armed Group (Cambodia)",,"Political militia","Civilians (Cambodia)","Farmers (Cambodia)",Civilians,"Political militia-Civilians",,116,"Southeast Asia",Cambodia,Battambang,"Phnum Proek","Phnum Proek","Phnom Proek",13.3175,102.3686,2,"Khmer Times",National,"Explosive remnants of war: On 13 December 2019, a farmer was seriously injured after driving over an old anti-tank mine planted in the field in Phnom Proek district of Battambang, Cambodia.",0,,1677006508,
KHM1954,"06 December 2019",2019,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Cambodia)",,"Political militia","Civilians (Cambodia)","CNRP: Cambodia National Rescue Party",Civilians,"Political militia-Civilians","Civilian targeting",116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Ou Ruessei Ti Muoy","Orussey III",11.5639,104.9168,1,"Radio Free Asia",International,"On 6 December 2019, a former CNRP member was beaten by 2 unknown assailants in Orussey III commune, Prampir Makara district of Phnom Penh, Cambodia.",0,,1618561254,
KHM1953,"04 December 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,Kandal,Sang,"Kaoh Khsach Tonlea",S'ang,11.3183,105.0401,1,"Khmer Times",National,"On 4 December 2019, more than 100 workers from a textile company went on strike and gathered in front of the factory in S'ang district of Kandal, Cambodia, after their employer failed to pay their wages and social security dues.",0,"crowd size=more than 100",1618561254,
KHM1952,"02 December 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)",,Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Tboung Khmum",Dambae,"Trapeang Pring","Trapeang Pring",12.1033,105.9455,1,"Radio Free Asia",International,"On 2 December 2019, more than 100 villagers gathered to block the digging operations of a company which has claimed ownership of the land and cleared some of the villagers' farmland in Trapeang Pring, Dambae district of Tbong Khmum, Cambodia.",0,"crowd size=more than 100",1618561254,
KHM1951,"26 November 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)",,Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Koh Kong","Khemara Phoumin","Stueng Veaeng","Krong Khemara Phoumin",11.5991,102.9937,1,"Phnom Penh Post",National,"On 25 and 26 November 2019, around 100 villagers protested in front of Koh Kong provincial court in Krong Khemara Phoumin, Koh Kong province of Cambodia, to demand the release of a security guard who had threatened a provincial deputy governor, over the road construction on a disputed land.",0,"crowd size=100",1618561253,
KHM1950,"25 November 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)",,Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Koh Kong","Khemara Phoumin","Stueng Veaeng","Krong Khemara Phoumin",11.5991,102.9937,1,"Phnom Penh Post",National,"On 25 November 2019, around 100 villagers protested in front of Koh Kong provincial court in Krong Khemara Phoumin, Koh Kong province of Cambodia, to demand the release of a security guard who had threatened a provincial deputy governor, over the road construction on a disputed land.",0,"crowd size=100",1636381452,
KHM1949,"22 November 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Tuol Kouk","Tuek Lak Ti Muoy","Tuek Lak Ti Muoy",11.5694,104.8949,1,"Khmer Times",National,"On 22 November 2019, nearly 300 garment factory workers demonstrated at and filed a petition to the Ministry of Labour in Tuek L'ak Ti Muoy, Tuol Kouk district of Phnom Penh, Cambodia, protesting the dismissal of the unionists and other employees.",0,"crowd size=nearly 300",1673385351,
KHM1948,"14 November 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Kampong Speu","Chbar Mon","Chbar Mon","Chbar Mon",11.4867,104.4977,3,"Khmer Times",National,"On 14 and 15 November 2019, about 800 workers of a textile factory demonstrated and went on strike in Kampong Speu, Cambodia, after the employers fired two workers, likely due to their union activities.",0,"crowd size=about 800",1576855239,
